Lexical_Feature,Criterion,Category,Correlation_Trend,Significant_Changes_raw,Alpha_raw,N_Eligible_Comparisons_raw,Significant_Changes_bonf_full_vs_rest,Alpha_bonf_full_vs_rest,N_Eligible_Comparisons_bonf_full_vs_rest,Significant_Changes_bonf_parts_only,Alpha_bonf_parts_only,N_Eligible_Comparisons_bonf_parts_only,Significant_Changes_bonf_all,Alpha_bonf_all,N_Eligible_Comparisons_bonf_all
proportion_AUX,Niveau de Langue,pos_tag_density,"full:-0.09 (p=0.384) → beginning:0.00 (p=0.971) ↑, middle:-0.06 (p=0.595) ↑, end:-0.11 (p=0.325) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,Voix Passive,pos_tag_density,"full:-0.09 (p=0.378) → beginning:-0.11 (p=0.288) ↓, middle:0.05 (p=0.616) ↑, end:-0.19 (p=0.074) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,Concision,pos_tag_density,"full:-0.11 (p=0.288) → beginning:-0.07 (p=0.511) ↑, middle:0.05 (p=0.651) ↑, end:-0.14 (p=0.185) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,Redondance,pos_tag_density,"full:-0.09 (p=0.402) → beginning:-0.04 (p=0.732) ↑, middle:0.08 (p=0.455) ↑, end:-0.13 (p=0.234) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,Langage Négatif,pos_tag_density,"full:0.27 (p=0.009) → beginning:0.24 (p=0.022) ↓, middle:0.26 (p=0.012) ↓, end:0.11 (p=0.320) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,Métaphore,pos_tag_density,"full:-0.05 (p=0.655) → beginning:0.04 (p=0.694) ↑, middle:-0.09 (p=0.396) ↓, end:0.05 (p=0.611) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,Discours,pos_tag_density,"full:-0.00 (p=0.964) → beginning:0.10 (p=0.331) ↑, middle:0.14 (p=0.184) ↑, end:-0.21 (p=0.046) ↓",beginning_vs_end; middle_vs_end,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,L'introduction,pos_tag_density,"full:0.02 (p=0.878) → beginning:0.02 (p=0.836) ↑, middle:0.16 (p=0.141) ↑, end:-0.04 (p=0.701) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,La conclusion,pos_tag_density,"full:-0.01 (p=0.893) → beginning:0.04 (p=0.720) ↑, middle:0.07 (p=0.500) ↑, end:-0.11 (p=0.290) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,Persuasivité,pos_tag_density,"full:-0.07 (p=0.492) → beginning:-0.08 (p=0.459) ↓, middle:0.02 (p=0.830) ↑, end:-0.03 (p=0.801) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,Clarté du Langage,pos_tag_density,"full:-0.10 (p=0.326) → beginning:-0.08 (p=0.469) ↑, middle:0.01 (p=0.891) ↑, end:-0.10 (p=0.339) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,Créativité du discours,pos_tag_density,"full:-0.06 (p=0.579) → beginning:-0.00 (p=0.977) ↑, middle:0.00 (p=0.969) ↑, end:-0.10 (p=0.353) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,Global,pos_tag_density,"full:-0.10 (p=0.337) → beginning:-0.06 (p=0.566) ↑, middle:0.01 (p=0.947) ↑, end:-0.13 (p=0.205) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,Présentation du Sujet,pos_tag_density,"full:0.03 (p=0.802) → beginning:0.17 (p=0.114) ↑, middle:-0.10 (p=0.343) ↓, end:-0.04 (p=0.723) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,Structure,pos_tag_density,"full:0.16 (p=0.136) → beginning:0.12 (p=0.249) ↓, middle:0.08 (p=0.469) ↓, end:0.16 (p=0.129) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,Niveau de Langue,pos_tag_density,"full:-0.08 (p=0.475) → beginning:-0.06 (p=0.570) ↑, middle:0.04 (p=0.696) ↑, end:-0.17 (p=0.117) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,Voix Passive,pos_tag_density,"full:-0.04 (p=0.696) → beginning:0.01 (p=0.902) ↑, middle:-0.18 (p=0.086) ↓, end:0.10 (p=0.342) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,Concision,pos_tag_density,"full:-0.02 (p=0.868) → beginning:0.07 (p=0.532) ↑, middle:-0.11 (p=0.314) ↓, end:-0.02 (p=0.821) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,Redondance,pos_tag_density,"full:-0.04 (p=0.719) → beginning:0.01 (p=0.951) ↑, middle:-0.07 (p=0.513) ↓, end:0.01 (p=0.898) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,Langage Négatif,pos_tag_density,"full:0.16 (p=0.133) → beginning:0.20 (p=0.058) ↑, middle:0.05 (p=0.612) ↓, end:0.14 (p=0.179) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,Métaphore,pos_tag_density,"full:0.22 (p=0.040) → beginning:0.22 (p=0.033) ↑, middle:0.20 (p=0.065) ↓, end:0.14 (p=0.201) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,Discours,pos_tag_density,"full:-0.09 (p=0.385) → beginning:-0.16 (p=0.139) ↓, middle:-0.04 (p=0.720) ↑, end:0.02 (p=0.883) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,L'introduction,pos_tag_density,"full:0.02 (p=0.826) → beginning:0.22 (p=0.041) ↑, middle:-0.11 (p=0.322) ↓, end:-0.08 (p=0.428) ↓",beginning_vs_middle; beginning_vs_end,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,La conclusion,pos_tag_density,"full:0.11 (p=0.315) → beginning:0.09 (p=0.375) ↓, middle:0.10 (p=0.343) ↓, end:0.03 (p=0.785) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,Persuasivité,pos_tag_density,"full:-0.02 (p=0.858) → beginning:0.08 (p=0.439) ↑, middle:-0.03 (p=0.792) ↓, end:-0.09 (p=0.396) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,Clarté du Langage,pos_tag_density,"full:-0.02 (p=0.831) → beginning:0.02 (p=0.871) ↑, middle:-0.09 (p=0.382) ↓, end:0.10 (p=0.372) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,Créativité du discours,pos_tag_density,"full:-0.12 (p=0.263) → beginning:-0.14 (p=0.199) ↓, middle:-0.00 (p=0.970) ↑, end:-0.09 (p=0.424) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_DET,Global,pos_tag_density,"full:0.11 (p=0.299) → beginning:0.18 (p=0.089) ↑, middle:0.06 (p=0.549) ↓, end:-0.00 (p=0.998) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_ADP,Présentation du Sujet,pos_tag_density,"full:-0.04 (p=0.719) → beginning:-0.08 (p=0.434) ↓, middle:-0.10 (p=0.355) ↓, end:0.13 (p=0.211) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_ADP,Structure,pos_tag_density,"full:-0.02 (p=0.824) → beginning:-0.20 (p=0.059) ↓, middle:-0.09 (p=0.403) ↓, end:0.24 (p=0.022) ↑",beginning_vs_end; middle_vs_end,0.05,6,,0.01667,3,beginning_vs_end,0.01667,3,beginning_vs_end,0.00833,6
proportion_ADP,Niveau de Langue,pos_tag_density,"full:-0.09 (p=0.397) → beginning:-0.11 (p=0.301) ↓, middle:-0.00 (p=0.994) ↑, end:-0.05 (p=0.632) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_ADP,Voix Passive,pos_tag_density,"full:-0.05 (p=0.616) → beginning:-0.09 (p=0.378) ↓, middle:-0.11 (p=0.299) ↓, end:0.10 (p=0.342) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_ADP,Concision,pos_tag_density,"full:-0.04 (p=0.675) → beginning:-0.08 (p=0.429) ↓, middle:-0.14 (p=0.191) ↓, end:0.09 (p=0.407) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_ADP,Redondance,pos_tag_density,"full:-0.06 (p=0.603) → beginning:-0.12 (p=0.252) ↓, middle:-0.15 (p=0.152) ↓, end:0.16 (p=0.130) ↑",middle_vs_end,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_ADP,Langage Négatif,pos_tag_density,"full:-0.03 (p=0.759) → beginning:0.06 (p=0.605) ↑, middle:-0.12 (p=0.264) ↓, end:0.02 (p=0.882) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_ADP,Métaphore,pos_tag_density,"full:0.07 (p=0.537) → beginning:0.02 (p=0.872) ↓, middle:0.07 (p=0.522) ↑, end:0.06 (p=0.558) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_ADP,Discours,pos_tag_density,"full:-0.41 (p=0.000) → beginning:-0.43 (p=0.000) ↓, middle:-0.29 (p=0.005) ↑, end:-0.11 (p=0.285) ↑",full_vs_end; beginning_vs_end,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_ADP,L'introduction,pos_tag_density,"full:-0.02 (p=0.844) → beginning:-0.02 (p=0.855) ↑, middle:-0.06 (p=0.582) ↓, end:0.09 (p=0.416) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_ADP,La conclusion,pos_tag_density,"full:-0.01 (p=0.931) → beginning:-0.09 (p=0.419) ↓, middle:-0.07 (p=0.488) ↓, end:0.15 (p=0.146) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_ADP,Persuasivité,pos_tag_density,"full:-0.12 (p=0.244) → beginning:-0.03 (p=0.795) ↑, middle:-0.21 (p=0.050) ↓, end:0.01 (p=0.910) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_ADP,Clarté du Langage,pos_tag_density,"full:-0.07 (p=0.487) → beginning:-0.07 (p=0.520) ↑, middle:-0.24 (p=0.025) ↓, end:0.20 (p=0.063) ↑",middle_vs_end,0.05,6,,0.01667,3,middle_vs_end,0.01667,3,middle_vs_end,0.00833,6
proportion_ADP,Créativité du discours,pos_tag_density,"full:-0.04 (p=0.712) → beginning:-0.12 (p=0.250) ↓, middle:0.05 (p=0.667) ↑, end:0.07 (p=0.541) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_ADP,Global,pos_tag_density,"full:-0.06 (p=0.555) → beginning:-0.04 (p=0.685) ↑, middle:-0.14 (p=0.188) ↓, end:0.06 (p=0.551) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,Présentation du Sujet,pos_tag_density,"full:0.04 (p=0.709) → beginning:0.10 (p=0.362) ↑, middle:0.09 (p=0.416) ↑, end:-0.11 (p=0.324) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,Structure,pos_tag_density,"full:0.08 (p=0.482) → beginning:0.11 (p=0.287) ↑, middle:0.07 (p=0.513) ↓, end:-0.12 (p=0.248) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,Niveau de Langue,pos_tag_density,"full:-0.06 (p=0.567) → beginning:-0.00 (p=0.971) ↑, middle:-0.16 (p=0.139) ↓, end:-0.06 (p=0.570) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,Voix Passive,pos_tag_density,"full:-0.02 (p=0.867) → beginning:-0.02 (p=0.841) ↓, middle:0.03 (p=0.763) ↑, end:-0.07 (p=0.496) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,Concision,pos_tag_density,"full:-0.17 (p=0.112) → beginning:-0.01 (p=0.916) ↑, middle:-0.08 (p=0.449) ↑, end:-0.30 (p=0.005) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,Redondance,pos_tag_density,"full:-0.10 (p=0.355) → beginning:-0.05 (p=0.638) ↑, middle:-0.08 (p=0.459) ↑, end:-0.24 (p=0.025) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,Langage Négatif,pos_tag_density,"full:0.15 (p=0.162) → beginning:0.20 (p=0.061) ↑, middle:-0.02 (p=0.820) ↓, end:0.14 (p=0.178) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,Métaphore,pos_tag_density,"full:-0.14 (p=0.179) → beginning:0.02 (p=0.863) ↑, middle:-0.21 (p=0.046) ↓, end:-0.17 (p=0.104) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,Discours,pos_tag_density,"full:0.13 (p=0.206) → beginning:0.04 (p=0.675) ↓, middle:0.02 (p=0.852) ↓, end:0.09 (p=0.412) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,L'introduction,pos_tag_density,"full:0.01 (p=0.925) → beginning:0.12 (p=0.264) ↑, middle:-0.02 (p=0.846) ↓, end:-0.08 (p=0.472) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,La conclusion,pos_tag_density,"full:-0.05 (p=0.615) → beginning:0.02 (p=0.838) ↑, middle:-0.05 (p=0.614) ↓, end:-0.04 (p=0.683) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,Persuasivité,pos_tag_density,"full:-0.04 (p=0.725) → beginning:-0.02 (p=0.873) ↑, middle:0.06 (p=0.569) ↑, end:-0.12 (p=0.271) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,Clarté du Langage,pos_tag_density,"full:-0.08 (p=0.462) → beginning:-0.05 (p=0.647) ↑, middle:-0.04 (p=0.734) ↑, end:-0.14 (p=0.192) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,Créativité du discours,pos_tag_density,"full:-0.10 (p=0.344) → beginning:-0.01 (p=0.957) ↑, middle:-0.25 (p=0.018) ↓, end:-0.04 (p=0.691) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_CCONJ,Global,pos_tag_density,"full:-0.05 (p=0.621) → beginning:-0.06 (p=0.545) ↓, middle:-0.02 (p=0.884) ↑, end:-0.06 (p=0.597) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SCONJ,Présentation du Sujet,pos_tag_density,"full:0.08 (p=0.426) → beginning:0.06 (p=0.557) ↓, middle:0.14 (p=0.189) ↑, end:0.02 (p=0.883) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SCONJ,Structure,pos_tag_density,"full:-0.03 (p=0.775) → beginning:-0.03 (p=0.759) ↓, middle:0.09 (p=0.425) ↑, end:-0.15 (p=0.159) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SCONJ,Niveau de Langue,pos_tag_density,"full:-0.02 (p=0.825) → beginning:-0.15 (p=0.146) ↓, middle:0.13 (p=0.228) ↑, end:0.05 (p=0.640) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SCONJ,Voix Passive,pos_tag_density,"full:-0.03 (p=0.798) → beginning:-0.18 (p=0.090) ↓, middle:0.21 (p=0.044) ↑, end:-0.09 (p=0.390) ↓",beginning_vs_middle; middle_vs_end,0.05,6,,0.01667,3,beginning_vs_middle,0.01667,3,,0.00833,6
proportion_SCONJ,Concision,pos_tag_density,"full:0.11 (p=0.295) → beginning:-0.07 (p=0.525) ↓, middle:0.15 (p=0.155) ↑, end:0.09 (p=0.376) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SCONJ,Redondance,pos_tag_density,"full:0.20 (p=0.065) → beginning:0.04 (p=0.732) ↓, middle:0.21 (p=0.049) ↑, end:0.08 (p=0.452) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SCONJ,Langage Négatif,pos_tag_density,"full:-0.11 (p=0.320) → beginning:-0.26 (p=0.013) ↓, middle:0.10 (p=0.343) ↑, end:0.01 (p=0.904) ↑",beginning_vs_middle,0.05,6,,0.01667,3,beginning_vs_middle,0.01667,3,,0.00833,6
proportion_SCONJ,Métaphore,pos_tag_density,"full:0.02 (p=0.821) → beginning:-0.06 (p=0.579) ↓, middle:0.06 (p=0.604) ↑, end:0.04 (p=0.697) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SCONJ,Discours,pos_tag_density,"full:0.08 (p=0.459) → beginning:0.02 (p=0.830) ↓, middle:0.09 (p=0.411) ↑, end:-0.02 (p=0.844) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SCONJ,L'introduction,pos_tag_density,"full:0.01 (p=0.950) → beginning:-0.09 (p=0.385) ↓, middle:0.04 (p=0.738) ↑, end:0.03 (p=0.780) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SCONJ,La conclusion,pos_tag_density,"full:-0.07 (p=0.530) → beginning:-0.04 (p=0.727) ↑, middle:-0.10 (p=0.328) ↓, end:-0.01 (p=0.951) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SCONJ,Persuasivité,pos_tag_density,"full:-0.08 (p=0.479) → beginning:-0.04 (p=0.730) ↑, middle:0.06 (p=0.597) ↑, end:-0.21 (p=0.050) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SCONJ,Clarté du Langage,pos_tag_density,"full:-0.01 (p=0.932) → beginning:-0.02 (p=0.818) ↓, middle:0.02 (p=0.878) ↑, end:-0.00 (p=0.998) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SCONJ,Créativité du discours,pos_tag_density,"full:0.08 (p=0.459) → beginning:0.02 (p=0.826) ↓, middle:0.11 (p=0.317) ↑, end:-0.00 (p=0.983) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SCONJ,Global,pos_tag_density,"full:-0.16 (p=0.137) → beginning:-0.16 (p=0.134) ↓, middle:-0.05 (p=0.639) ↑, end:-0.08 (p=0.481) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,Présentation du Sujet,pos_tag_density,"full:-0.10 (p=0.345) → beginning:-0.04 (p=0.709) ↑, middle:-0.10 (p=0.360) ↑, end:-0.01 (p=0.937) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,Structure,pos_tag_density,"full:-0.17 (p=0.120) → beginning:-0.19 (p=0.081) ↓, middle:-0.01 (p=0.924) ↑, end:0.05 (p=0.637) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,Niveau de Langue,pos_tag_density,"full:-0.18 (p=0.081) → beginning:0.03 (p=0.777) ↑, middle:-0.19 (p=0.071) ↓, end:-0.16 (p=0.138) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,Voix Passive,pos_tag_density,"full:-0.25 (p=0.016) → beginning:-0.08 (p=0.452) ↑, middle:-0.12 (p=0.250) ↑, end:-0.27 (p=0.010) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,Concision,pos_tag_density,"full:-0.16 (p=0.141) → beginning:-0.04 (p=0.714) ↑, middle:-0.16 (p=0.135) ↓, end:-0.04 (p=0.740) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,Redondance,pos_tag_density,"full:-0.16 (p=0.143) → beginning:-0.21 (p=0.051) ↓, middle:-0.02 (p=0.887) ↑, end:0.02 (p=0.885) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,Langage Négatif,pos_tag_density,"full:-0.12 (p=0.268) → beginning:-0.07 (p=0.505) ↑, middle:-0.07 (p=0.537) ↑, end:-0.07 (p=0.528) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,Métaphore,pos_tag_density,"full:-0.36 (p=0.001) → beginning:-0.21 (p=0.042) ↑, middle:-0.20 (p=0.064) ↑, end:-0.16 (p=0.141) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,Discours,pos_tag_density,"full:-0.12 (p=0.241) → beginning:-0.12 (p=0.249) ↑, middle:0.02 (p=0.842) ↑, end:-0.09 (p=0.408) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,L'introduction,pos_tag_density,"full:-0.05 (p=0.619) → beginning:0.03 (p=0.766) ↑, middle:-0.14 (p=0.185) ↓, end:0.10 (p=0.341) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,La conclusion,pos_tag_density,"full:0.03 (p=0.799) → beginning:0.01 (p=0.928) ↓, middle:-0.01 (p=0.892) ↓, end:0.02 (p=0.845) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,Persuasivité,pos_tag_density,"full:-0.19 (p=0.072) → beginning:-0.12 (p=0.254) ↑, middle:-0.19 (p=0.066) ↓, end:-0.02 (p=0.851) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,Clarté du Langage,pos_tag_density,"full:-0.07 (p=0.504) → beginning:-0.01 (p=0.890) ↑, middle:-0.08 (p=0.478) ↓, end:-0.03 (p=0.815) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,Créativité du discours,pos_tag_density,"full:-0.17 (p=0.102) → beginning:-0.04 (p=0.705) ↑, middle:-0.18 (p=0.097) ↓, end:-0.09 (p=0.375) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_NUM,Global,pos_tag_density,"full:-0.13 (p=0.221) → beginning:0.01 (p=0.961) ↑, middle:-0.10 (p=0.339) ↑, end:-0.12 (p=0.269) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_PART,Présentation du Sujet,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,Structure,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,Niveau de Langue,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,Voix Passive,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,Concision,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,Redondance,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,Langage Négatif,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,Métaphore,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,Discours,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,L'introduction,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,La conclusion,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,Persuasivité,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,Clarté du Langage,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,Créativité du discours,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_PART,Global,pos_tag_density,"full:nan (p=nan) → beginning:nan (p=nan) ?, middle:nan (p=nan) ?, end:nan (p=nan) ?",,0.05,0,,0.05,0,,0.05,0,,0.05,0
proportion_SYM,Présentation du Sujet,pos_tag_density,"full:-0.24 (p=0.024) → beginning:0.06 (p=0.598) ↑, middle:-0.06 (p=0.548) ↑, end:-0.26 (p=0.015) ↓",full_vs_beginning; beginning_vs_end,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SYM,Structure,pos_tag_density,"full:-0.26 (p=0.012) → beginning:0.07 (p=0.497) ↑, middle:-0.12 (p=0.241) ↑, end:-0.35 (p=0.001) ↓",full_vs_beginning; beginning_vs_end,0.05,6,,0.01667,3,beginning_vs_end,0.01667,3,beginning_vs_end,0.00833,6
proportion_SYM,Niveau de Langue,pos_tag_density,"full:-0.22 (p=0.037) → beginning:-0.13 (p=0.205) ↑, middle:-0.11 (p=0.281) ↑, end:-0.19 (p=0.069) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SYM,Voix Passive,pos_tag_density,"full:-0.38 (p=0.000) → beginning:0.03 (p=0.793) ↑, middle:0.05 (p=0.674) ↑, end:-0.57 (p=0.000) ↓",full_vs_beginning; full_vs_middle; beginning_vs_end; middle_vs_end,0.05,6,full_vs_beginning; full_vs_middle,0.01667,3,beginning_vs_end; middle_vs_end,0.01667,3,full_vs_beginning; full_vs_middle; beginning_vs_end; middle_vs_end,0.00833,6
proportion_SYM,Concision,pos_tag_density,"full:-0.27 (p=0.009) → beginning:-0.14 (p=0.185) ↑, middle:-0.02 (p=0.824) ↑, end:-0.36 (p=0.001) ↓",middle_vs_end,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_SYM,Redondance,pos_tag_density,"full:-0.12 (p=0.263) → beginning:0.06 (p=0.598) ↑, middle:0.09 (p=0.397) ↑, end:-0.26 (p=0.015) ↓",beginning_vs_end; middle_vs_end,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
